epoch,batch,loss,rte
0,86,35385.4765625,51.32699966430664
0,87,45752.36328125,61.967620849609375
0,88,23189.98828125,38.936702728271484
0,89,37060.109375,53.24056625366211
0,90,46771.21875,60.720848083496094
0,91,43384.2578125,59.577857971191406
0,92,22798.375,38.9040641784668
0,93,31082.34375,48.309112548828125
0,94,26082.060546875,43.40040588378906
0,95,38340.109375,56.064720153808594
0,96,29472.599609375,49.05409622192383
0,97,20590.73828125,36.52082824707031
0,98,42650.09375,58.522403717041016
0,99,19346.09375,35.99897384643555
0,100,26513.33984375,44.28986358642578
0,101,23048.4921875,39.01628494262695
0,102,24503.037109375,42.28779983520508
0,103,34586.73828125,50.94473648071289
0,104,16981.61328125,37.258426666259766
0,105,39509.671875,53.22872543334961
0,106,34857.2109375,52.019203186035156
0,107,51980.73046875,65.62664794921875
0,108,40071.37890625,55.044830322265625
0,109,32622.0,50.32097244262695
0,110,43680.6640625,59.60539245605469
0,111,38270.828125,55.02845764160156
0,112,20729.400390625,39.52545166015625
0,113,28911.09375,48.35392379760742
0,114,14556.224609375,32.54051208496094
0,115,27928.552734375,47.36604309082031
0,116,31414.19921875,48.49165344238281
0,117,40229.19140625,57.58806610107422
0,118,26837.798828125,44.12273025512695
0,119,30613.150390625,49.62459945678711
0,120,12840.552734375,29.256019592285156
0,121,31787.51953125,50.18560791015625
0,122,27744.40625,45.38227081298828
0,123,23844.578125,40.115840911865234
0,124,15747.66796875,34.88719177246094
0,125,39096.28515625,56.85197067260742
0,126,25791.34765625,45.09889602661133
0,127,23371.958984375,42.669471740722656
0,128,48709.02734375,62.66533660888672
0,129,24744.42578125,43.46262741088867
0,130,31037.275390625,49.939090728759766
0,131,39973.6875,54.57699966430664
0,132,27490.580078125,44.445159912109375
0,133,33659.6953125,51.79583740234375
0,134,35672.33203125,50.46479797363281
0,135,17376.05859375,33.2867546081543
0,136,40282.890625,52.91547775268555
0,137,25848.48046875,41.32061767578125
0,138,29207.26953125,46.55013656616211
0,139,35434.76953125,49.355464935302734
0,140,33531.30859375,52.60586166381836
0,141,28124.697265625,45.55988311767578
0,142,29881.48046875,45.220130920410156
0,143,30574.564453125,44.765113830566406
0,144,26169.29296875,43.597084045410156
0,145,9946.640625,27.789173126220703
0,146,30765.220703125,46.736167907714844
0,147,28123.02734375,46.00988006591797
0,148,23409.91015625,41.904544830322266
0,149,10185.609375,26.127685546875
0,150,42000.15234375,58.3697509765625
0,151,26127.998046875,46.69137954711914
0,152,35206.921875,51.65700912475586
0,153,30618.876953125,48.96797180175781
0,154,22706.22265625,42.51997375488281
0,155,27033.265625,44.97512435913086
0,156,28242.6015625,46.5426025390625
0,157,20987.30078125,40.253231048583984
0,158,12350.2060546875,31.759601593017578
0,159,15684.408203125,35.163551330566406
0,160,28745.65625,47.07207107543945
0,161,31659.44921875,50.33900451660156
0,162,34273.81640625,52.02017593383789
0,163,37404.8828125,55.11928939819336
0,164,22800.828125,41.100223541259766
0,165,41100.234375,56.677494049072266
0,166,28183.138671875,44.39155578613281
0,167,31224.19921875,48.8380126953125
0,168,25039.072265625,38.606483459472656
0,169,27685.81640625,46.36323165893555
0,170,17555.91796875,32.66044616699219
0,171,42685.1640625,58.48880386352539
0,172,19230.083984375,38.24205780029297
0,173,20186.53515625,39.5664176940918
0,174,31178.2890625,50.16643524169922
0,175,34223.34765625,51.918128967285156
0,176,40897.3671875,57.29928207397461
0,177,40566.90625,52.764259338378906
0,178,46965.70703125,60.297454833984375
0,179,49347.0703125,63.71474075317383
0,180,48695.9140625,63.407432556152344
0,181,20272.6015625,36.13512420654297
0,182,33563.2734375,48.631507873535156
0,183,29589.7265625,48.9256477355957
0,184,37294.7265625,54.75937271118164
0,185,34702.7109375,51.57404327392578
0,186,29809.93359375,43.05265808105469
0,187,48633.875,62.68354797363281
0,188,33756.92578125,52.10613250732422
0,189,34908.546875,52.075286865234375
0,190,34448.390625,48.92012023925781
0,191,38365.63671875,56.70521545410156
0,192,39648.7578125,56.734657287597656
0,193,28079.69921875,47.3487548828125
0,194,41375.91796875,56.66859436035156
0,195,22619.52734375,40.61035919189453
0,196,20295.693359375,37.102413177490234
0,197,39389.56640625,55.315711975097656
0,198,43093.796875,55.723175048828125
0,199,36776.54296875,55.31950378417969
0,200,15802.9033203125,31.239395141601562
0,201,26189.74609375,46.169456481933594
0,202,21392.34375,39.852664947509766
0,203,41870.91015625,57.384910583496094
0,204,30070.552734375,49.91624450683594
0,205,24157.73046875,40.3025016784668
0,206,32236.533203125,49.89685821533203
0,207,41558.19921875,57.53872299194336
0,208,29039.11328125,48.04212188720703
0,209,26950.400390625,42.45872497558594
0,210,35410.828125,50.92211151123047
0,211,38506.41796875,54.174652099609375
0,212,24554.06640625,41.20171356201172
0,213,34352.73046875,51.879669189453125
0,214,39121.3046875,55.60354232788086
0,215,27014.115234375,46.57582092285156
0,216,27599.212890625,43.40234375
0,217,16547.666015625,35.37358856201172
0,218,30370.72265625,48.35847473144531
0,219,40087.96484375,54.12101364135742
0,220,28774.232421875,46.27566909790039
0,221,33362.5546875,47.46540832519531
0,222,26326.572265625,43.35724639892578
0,223,22649.794921875,40.61549377441406
0,224,28594.884765625,48.043426513671875
0,225,26295.841796875,44.96125030517578
0,226,36172.3203125,53.97216033935547
0,227,30450.287109375,49.817161560058594
0,228,44795.625,60.71952819824219
0,229,35622.20703125,51.84335708618164
0,230,28785.24609375,45.170387268066406
0,231,29669.015625,47.55543899536133
0,232,51952.6015625,65.32682037353516
0,233,11052.4638671875,28.514131546020508
0,234,22481.6796875,41.674293518066406
0,235,31730.0234375,48.52479934692383
0,236,36647.7890625,53.10053253173828
0,237,17162.13671875,34.38512420654297
0,238,38092.01171875,52.3751335144043
0,239,32371.728515625,50.038089752197266
0,240,35651.10546875,52.588748931884766
0,241,40197.875,56.136451721191406
0,242,39179.5703125,55.19942092895508
0,243,28610.625,43.601646423339844
0,244,33401.55078125,50.18380355834961
0,245,36444.8203125,55.11453628540039
0,246,21527.310546875,38.60179138183594
0,247,20298.75,37.4879264831543
0,248,22018.642578125,41.4600830078125
0,249,25821.56640625,44.90988540649414
0,250,25908.5859375,42.496490478515625
0,251,39952.4375,55.80371856689453
0,252,29626.76171875,48.130882263183594
0,253,30309.35546875,49.32008361816406
0,254,24225.515625,41.934906005859375
0,255,32667.86328125,51.06507873535156
0,256,35760.38671875,52.79975891113281
0,257,25931.482421875,43.12668228149414
0,258,16956.068359375,30.559579849243164
0,259,30923.5625,47.17704772949219
0,260,26238.984375,45.004520416259766
0,261,19095.310546875,39.89316940307617
0,262,28810.0703125,45.23545837402344
0,263,22639.7578125,38.68575668334961
0,264,37276.75,54.35270690917969
0,265,24010.853515625,40.382572174072266
0,266,21496.556640625,39.228981018066406
0,267,22703.787109375,34.108192443847656
0,268,39944.85546875,55.20408248901367
0,269,32112.52734375,50.56399154663086
0,270,18133.26953125,35.66447448730469
0,271,19106.734375,36.83122634887695
0,272,14028.3623046875,32.26622009277344
0,273,36401.64453125,54.219993591308594
0,274,24359.421875,42.72997283935547
0,275,28313.2109375,48.42854309082031
0,276,13346.1455078125,30.428281784057617
0,277,17114.939453125,36.24604034423828
0,278,23226.92578125,43.014312744140625
0,279,35027.375,50.35264587402344
0,280,17266.5234375,37.387657165527344
0,281,27683.384765625,45.0325813293457
0,282,28085.23828125,46.21052169799805
0,283,15064.4814453125,35.32391357421875
0,284,29401.427734375,47.951011657714844
0,285,32921.99609375,51.203392028808594
0,286,25024.26171875,45.41496276855469
0,287,28420.978515625,47.60572052001953
0,288,36453.37109375,55.215965270996094
0,289,27587.666015625,47.6011962890625
0,290,31697.169921875,49.66298294067383
0,291,16952.86328125,33.62793731689453
0,292,28823.45703125,47.616905212402344
0,293,24029.400390625,41.22834014892578
0,294,39028.07421875,55.83465576171875
0,295,32981.2109375,50.96393585205078
0,296,31078.6015625,48.836856842041016
0,297,31176.025390625,48.716697692871094
0,298,26418.205078125,39.28852844238281
0,299,19448.02734375,39.237831115722656
0,300,26096.203125,43.659217834472656
0,301,18316.2265625,33.519187927246094
0,302,22976.2265625,40.74665832519531
0,303,25524.578125,44.35585021972656
0,304,25505.232421875,45.70689392089844
0,305,31230.037109375,48.01735305786133
0,306,26518.9375,42.13325881958008
0,307,18036.677734375,36.32875061035156
0,308,35688.72265625,54.423526763916016
0,309,28181.642578125,48.05195999145508
0,310,30325.98046875,47.66118621826172
0,311,27463.919921875,46.17947006225586
0,312,43113.2578125,60.053043365478516
0,313,21127.740234375,40.74707794189453
0,314,34351.0703125,47.4315185546875
0,315,39440.19921875,56.51183319091797
0,316,34284.796875,51.921722412109375
0,317,22592.876953125,39.480491638183594
0,318,16681.576171875,35.81318664550781
0,319,33564.4453125,50.88740158081055
0,320,11192.5849609375,28.8626708984375
0,321,38479.8515625,56.60332489013672
0,322,23532.21484375,43.63935089111328
0,323,39658.53515625,57.11656951904297
0,324,32645.30859375,52.07493209838867
0,325,25018.99609375,43.90616989135742
0,326,40767.46875,56.366905212402344
0,327,34353.54296875,52.952613830566406
0,328,42330.4765625,57.8394775390625
0,329,39359.85546875,57.409080505371094
0,330,17281.546875,34.63431167602539
0,331,25292.318359375,40.227787017822266
0,332,24614.2734375,44.989166259765625
0,333,35092.12109375,52.726531982421875
0,334,33187.59375,48.222171783447266
0,335,27088.80078125,46.78750228881836
0,336,34040.12890625,52.20879364013672
0,337,17580.87109375,37.93875503540039
0,338,25628.30078125,43.33146667480469
0,339,33304.4453125,50.55231857299805
0,340,12029.86328125,26.727596282958984
0,341,17469.306640625,37.817779541015625
0,342,16101.916015625,30.106128692626953
0,343,16097.1923828125,35.23954772949219
0,344,25999.19921875,46.42124557495117
0,345,23570.482421875,41.290985107421875
0,346,32835.88671875,51.927581787109375
0,347,19914.130859375,37.53679275512695
0,348,27220.15625,47.02799606323242
0,349,15389.318359375,29.84003257751465
0,350,19359.6484375,37.982154846191406
0,351,25623.26171875,45.61837387084961
0,352,13887.17578125,32.63478469848633
0,353,41340.04296875,58.464134216308594
0,354,29944.89453125,48.05720520019531
0,355,32964.7421875,51.7671012878418
0,356,15130.2763671875,30.90064239501953
0,357,25456.744140625,45.63345718383789
0,358,39342.2109375,56.981441497802734
0,359,21339.4375,40.56578063964844
0,360,26338.78125,45.22725296020508
0,361,42314.78125,58.10735321044922
0,362,17174.25390625,31.25687026977539
0,363,22230.09375,40.938514709472656
0,364,27503.64453125,41.15830993652344
0,365,19250.9140625,35.60536575317383
0,366,15510.13671875,34.77311706542969
0,367,37735.58984375,55.52933120727539
0,368,16790.470703125,36.116943359375
0,369,23605.58203125,42.11605453491211
0,370,30888.890625,50.49172592163086
0,371,16788.171875,33.48478698730469
0,372,26396.73046875,40.56208801269531
0,373,13942.27734375,30.315181732177734
0,374,25181.0,44.73265838623047
0,375,25343.791015625,44.547977447509766
0,376,37534.2734375,53.82242965698242
0,377,27253.203125,43.432167053222656
0,378,18222.708984375,34.45467758178711
0,379,28053.474609375,45.71528625488281
0,380,23636.1015625,42.90031051635742
0,381,29497.65234375,45.158756256103516
0,382,19390.56640625,36.21512222290039
0,383,25515.703125,44.900672912597656
0,384,28915.349609375,48.54278564453125
0,385,40726.2265625,56.96150207519531
0,386,26049.693359375,45.30259323120117
0,387,33391.8828125,50.47395706176758
0,388,28577.015625,45.87483596801758
0,389,27111.392578125,46.773155212402344
0,390,22783.0234375,41.633583068847656
0,391,17136.556640625,33.203487396240234
0,392,29506.486328125,48.5413818359375
0,393,38026.65625,55.478092193603516
0,394,28921.87890625,48.30149841308594
0,395,19269.18359375,39.01784896850586
0,396,15807.21484375,35.14585876464844
0,397,19984.287109375,40.309200286865234
0,398,22772.66796875,38.50572967529297
0,399,19406.9921875,37.33580780029297
0,400,13905.9609375,33.74199295043945
0,401,26363.9140625,44.739479064941406
0,402,22067.1484375,41.24787139892578
0,403,25703.07421875,44.38469696044922
0,404,23934.650390625,42.782623291015625
0,405,23861.68359375,43.1507453918457
0,406,21031.564453125,39.856178283691406
0,407,16461.779296875,34.98080825805664
0,408,30102.96875,48.79702377319336
0,409,24224.92578125,41.68391799926758
0,410,21962.5078125,39.86442184448242
0,411,28247.9296875,46.4372444152832
0,412,10597.9208984375,27.33307456970215
0,413,36555.2578125,52.28538513183594
0,414,26686.0,43.77703857421875
0,415,28909.26953125,48.545570373535156
0,416,22510.623046875,42.169761657714844
0,417,25276.404296875,44.63529586791992
0,418,18347.38671875,38.651214599609375
0,419,22070.890625,40.550437927246094
0,420,19926.998046875,36.75591278076172
0,421,31643.85546875,50.68953323364258
0,422,36899.72265625,55.234954833984375
0,423,19074.591796875,36.61125564575195
0,424,21935.62890625,39.70502471923828
0,425,25624.53515625,45.05991744995117
0,426,26993.841796875,47.13595199584961
0,427,25436.86328125,44.4074592590332
0,428,29012.416015625,49.09706497192383
0,429,20849.9765625,39.70038986206055
0,430,39109.42578125,56.35399627685547
0,431,20429.25390625,40.012081146240234
0,432,26303.37890625,41.943511962890625
0,433,31124.86328125,46.57285690307617
0,434,17869.4765625,37.624183654785156
0,435,27761.3046875,44.708984375
0,436,19446.25,36.879268646240234
0,437,16430.42578125,34.92254638671875
0,438,27128.99609375,43.87376022338867
0,439,9581.7412109375,27.304065704345703
0,440,30783.58203125,48.80144500732422
0,441,20254.2578125,38.84950637817383
0,442,16578.48046875,33.55138397216797
0,443,14076.3466796875,32.88628387451172
0,444,37212.828125,54.08488464355469
0,445,19119.732421875,36.171295166015625
0,446,28093.8125,47.416255950927734
0,447,22595.330078125,42.453857421875
0,448,41962.55078125,58.69279861450195
0,449,11852.66015625,30.4058837890625
0,450,8322.6220703125,25.12389373779297
0,451,14345.5625,32.264984130859375
0,452,28290.8203125,47.75322723388672
0,453,28113.515625,42.99958801269531
0,454,26444.482421875,45.075347900390625
0,455,29843.4140625,47.37485885620117
0,456,30508.6796875,48.63771057128906
0,457,24484.51953125,41.62420654296875
0,458,30468.99609375,49.410396575927734
0,459,25802.8046875,42.96314239501953
0,460,13679.970703125,31.209125518798828
0,461,23278.291015625,41.67416000366211
0,462,17535.103515625,33.11705780029297
0,463,40126.46875,56.35919952392578
0,464,20689.205078125,38.61863327026367
0,465,21776.91796875,37.56957244873047
0,466,21919.2265625,41.36109161376953
0,467,18412.62890625,33.81431198120117
0,468,16818.744140625,35.013954162597656
0,469,28716.67578125,44.27263641357422
0,470,20369.99609375,39.889930725097656
0,471,32895.26953125,51.089599609375
0,472,27858.501953125,46.76368713378906
0,473,22584.43359375,40.12151336669922
0,474,13899.1376953125,28.687063217163086
0,475,32044.6796875,50.51320266723633
0,476,25940.337890625,45.42000198364258
0,477,35374.61328125,52.6545295715332
0,478,13754.3994140625,32.66887283325195
0,479,15021.04296875,33.753684997558594
0,480,20858.470703125,39.996734619140625
0,481,24902.3203125,39.97395324707031
0,482,11597.08203125,28.612289428710938
0,483,37437.53515625,53.12255859375
0,484,36145.55859375,53.39433288574219
0,485,19224.861328125,35.507450103759766
0,486,21312.869140625,39.66884231567383
0,487,20482.53125,37.418216705322266
0,488,18352.228515625,37.42034912109375
0,489,19942.65234375,39.100093841552734
0,490,23879.66015625,43.42975997924805
0,491,38818.3203125,56.57019805908203
0,492,14164.11328125,31.184364318847656
0,493,25742.978515625,46.23775100708008
0,494,38911.8359375,56.15620422363281
0,495,21591.240234375,41.2633171081543
0,496,47317.02734375,61.40489959716797
0,497,13348.134765625,33.029518127441406
0,498,11843.017578125,26.822166442871094
0,499,20007.5,38.462249755859375
0,500,18837.671875,37.73345184326172
0,501,21298.974609375,37.53076934814453
0,502,27509.119140625,45.96552276611328
0,503,25575.8984375,43.01609420776367
0,504,24309.978515625,42.34525680541992
0,505,22874.44921875,42.7400016784668
0,506,18117.455078125,35.395381927490234
0,507,29192.111328125,47.35484313964844
0,508,27535.716796875,46.805328369140625
0,509,25347.28125,42.81391525268555
0,510,14961.0009765625,32.766380310058594
0,511,31559.46875,45.323280334472656
0,512,19498.541015625,36.59324645996094
0,513,25284.951171875,41.22291946411133
0,514,20189.150390625,37.575199127197266
0,515,19574.416015625,38.61213684082031
0,516,23986.87109375,41.709449768066406
0,517,21753.23828125,39.341522216796875
0,518,15758.51171875,31.17424964904785
0,519,35824.87109375,54.56202697753906
0,520,39800.46875,57.07337188720703
0,521,15294.044921875,32.49610137939453
0,522,19624.568359375,38.822357177734375
0,523,33958.52734375,52.96232986450195
0,524,22047.369140625,39.87264633178711
0,525,23790.78515625,40.015647888183594
0,526,21178.845703125,37.18962860107422
0,527,17390.04296875,35.203956604003906
0,528,24223.63671875,43.84383773803711
0,529,28728.345703125,46.380096435546875
0,530,20602.021484375,38.764671325683594
0,531,16111.9697265625,35.06499481201172
0,532,27334.46484375,45.73118209838867
0,533,28080.494140625,43.740455627441406
0,534,23220.828125,43.540428161621094
0,535,24573.951171875,43.4864387512207
0,536,26001.392578125,43.50669860839844
0,537,19200.697265625,35.24504852294922
0,538,24975.31640625,43.045284271240234
0,539,37779.0234375,55.41986083984375
0,540,15783.54296875,33.07611083984375
0,541,30122.203125,48.51022720336914
0,542,15017.7236328125,31.494525909423828
0,543,17885.103515625,32.4927864074707
0,544,25649.314453125,44.81135177612305
0,545,24643.564453125,41.34283447265625
0,546,15013.95703125,27.672523498535156
0,547,31369.328125,50.28057861328125
0,548,22925.40625,43.49547576904297
0,549,22218.625,41.99237823486328
0,550,14931.0498046875,33.95488739013672
0,551,25117.615234375,44.64332580566406
0,552,22287.791015625,38.87670135498047
0,553,19009.806640625,37.76931381225586
0,554,30309.27734375,47.49287414550781
0,555,14331.7001953125,32.293724060058594
0,556,17659.892578125,30.079221725463867
0,557,15404.072265625,32.4836540222168
0,558,17084.3359375,34.0499267578125
0,559,18376.208984375,36.21156311035156
0,560,15788.3544921875,33.948665618896484
0,561,21983.076171875,40.653629302978516
0,562,29205.578125,46.17342758178711
0,563,23431.576171875,41.94485092163086
0,564,17177.87109375,33.853515625
0,565,17003.544921875,36.444122314453125
0,566,21083.859375,40.35774230957031
0,567,24825.1484375,44.155128479003906
0,568,18301.80078125,33.630558013916016
0,569,27061.609375,44.92584228515625
0,570,25908.4375,41.424949645996094
0,571,18183.87890625,37.12889862060547
0,572,38444.5625,54.80009841918945
0,573,23919.099609375,42.14801788330078
0,574,19764.44921875,39.28236389160156
0,575,24508.33984375,42.92949295043945
0,576,15302.5458984375,30.86817169189453
0,577,21186.087890625,40.436195373535156
0,578,24767.732421875,43.3782958984375
0,579,20073.169921875,39.82114028930664
0,580,23757.048828125,43.679264068603516
0,581,12951.75390625,30.11566925048828
0,582,16795.669921875,33.907470703125
0,583,12008.22265625,30.41789436340332
0,584,22663.2890625,39.756385803222656
0,585,20946.681640625,41.0300407409668
0,586,20782.38671875,40.898094177246094
0,587,6504.8271484375,20.542213439941406
0,588,32914.24609375,51.4112548828125
0,589,34675.55859375,51.309356689453125
0,590,14516.74609375,31.023555755615234
0,591,17490.3125,34.8629150390625
0,592,20087.17578125,38.245338439941406
0,593,18140.87109375,38.264583587646484
0,594,24455.376953125,42.80071258544922
0,595,24135.6015625,44.210018157958984
0,596,27502.3828125,43.1436767578125
0,597,20633.45703125,38.99485397338867
0,598,23433.451171875,39.066558837890625
0,599,15494.90234375,33.152587890625
0,600,7118.77001953125,21.466732025146484
0,601,16640.771484375,31.197925567626953
0,602,17918.87890625,34.510921478271484
0,603,18938.033203125,39.07837677001953
0,604,25064.25390625,44.6724739074707
0,605,17217.529296875,37.54656982421875
0,606,21567.890625,38.345245361328125
0,607,24383.859375,44.56395721435547
0,608,17427.943359375,33.98225021362305
0,609,28924.70703125,49.180511474609375
0,610,17109.439453125,35.29737091064453
0,611,21449.060546875,40.219058990478516
0,612,14179.333984375,31.10838508605957
0,613,22591.1640625,43.36075973510742
0,614,20787.625,35.717437744140625
0,615,17555.943359375,33.02763366699219
0,616,15253.3583984375,31.57180404663086
0,617,33306.44921875,50.45112609863281
0,618,24536.75390625,40.408668518066406
0,619,30048.880859375,46.510162353515625
0,620,24609.021484375,43.0295524597168
0,621,24634.623046875,43.29851531982422
0,622,21165.533203125,41.43705749511719
0,623,14997.80859375,32.22697067260742
0,624,20809.015625,37.06428146362305
0,625,26188.10546875,45.18903350830078
0,626,10973.490234375,27.92232322692871
0,627,20071.83984375,39.774070739746094
0,628,16753.55078125,31.449316024780273
0,629,19060.84375,37.746620178222656
0,630,18007.87890625,35.61406326293945
0,631,14661.373046875,31.282163619995117
0,632,12456.318359375,31.217016220092773
0,633,22407.353515625,42.573917388916016
0,634,9304.7783203125,20.646034240722656
0,635,12040.8662109375,27.451995849609375
0,636,22389.94140625,39.53268814086914
0,637,23132.03515625,42.971588134765625
0,638,23553.537109375,41.51306915283203
0,639,26166.4609375,42.69260025024414
0,640,24266.705078125,41.291908264160156
0,641,19267.337890625,35.92338562011719
0,642,29963.58203125,46.11639404296875
0,643,16347.7783203125,35.39313888549805
0,644,25533.564453125,44.05369567871094
0,645,32976.98828125,51.05653381347656
0,646,23932.041015625,43.23738098144531
0,647,15930.8779296875,34.40459442138672
0,648,26594.34375,45.797332763671875
0,649,19357.748046875,38.11942672729492
0,650,35444.8359375,51.06715774536133
0,651,24138.40625,41.26148223876953
0,652,20090.1796875,39.93467330932617
0,653,17300.013671875,37.53236389160156
0,654,31579.55078125,48.9418830871582
0,655,16391.083984375,33.96096420288086
0,656,15094.484375,33.00712585449219
0,657,25381.65234375,44.960391998291016
0,658,31791.357421875,51.49171447753906
0,659,31414.82421875,46.11397933959961
0,660,17137.099609375,30.836647033691406
0,661,21856.189453125,39.941463470458984
0,662,25394.263671875,43.37445831298828
0,663,13407.615234375,25.330795288085938
0,664,17968.798828125,36.622344970703125
0,665,8357.7138671875,22.431184768676758
0,666,11494.865234375,28.8619384765625
0,667,26512.50390625,45.85117721557617
0,668,10271.2998046875,25.48217010498047
0,669,19412.259765625,35.95627975463867
0,670,25189.267578125,43.500770568847656
0,671,13433.13671875,28.59022331237793
0,672,34158.8671875,53.193912506103516
0,673,7192.81640625,19.691761016845703
0,674,25874.103515625,41.79811477661133
0,675,17879.09765625,34.67975616455078
0,676,24770.357421875,44.349761962890625
0,677,27770.212890625,45.989356994628906
0,678,33473.70703125,49.74534225463867
0,679,15356.6484375,33.918643951416016
0,680,38268.2734375,55.88418197631836
0,681,17091.396484375,36.782676696777344
0,682,10326.9775390625,24.142677307128906
0,683,10028.8466796875,26.546499252319336
0,684,17963.859375,35.600624084472656
0,685,20023.783203125,38.6496696472168
0,686,32995.04296875,47.08761978149414
0,687,16157.3291015625,33.54341125488281
0,688,19126.259765625,31.496259689331055
0,689,17987.71875,36.48910140991211
0,690,24259.841796875,43.77842712402344
0,691,23333.07421875,43.477203369140625
0,692,16869.8046875,35.027259826660156
0,693,21648.1953125,39.40293884277344
0,694,12338.1943359375,29.121566772460938
0,695,27261.953125,42.56650161743164
0,696,22046.986328125,41.45769119262695
0,697,33587.796875,52.76904296875
0,698,8590.0048828125,24.787446975708008
0,699,16983.177734375,32.46063995361328
0,700,30780.521484375,49.59724807739258
0,701,24398.001953125,42.74409866333008
0,702,26788.626953125,43.52925491333008
0,703,10470.3837890625,25.705970764160156
0,704,18865.44140625,36.26726150512695
0,705,10454.6689453125,26.6652774810791
0,706,29356.857421875,48.79887008666992
0,707,25299.2109375,43.234642028808594
0,708,17944.640625,36.83088684082031
0,709,10314.1865234375,25.310043334960938
0,710,18969.951171875,37.809959411621094
0,711,16334.32421875,35.75718307495117
0,712,20532.169921875,40.180397033691406
0,713,9754.447265625,25.0062255859375
0,714,14091.9599609375,28.62447738647461
0,715,21740.71484375,41.51595687866211
0,716,26991.783203125,41.65948486328125
0,717,17005.265625,34.1638069152832
0,718,22082.3359375,41.28678512573242
0,719,26949.048828125,43.14366149902344
0,720,14796.35546875,33.41716384887695
0,721,22999.982421875,42.747535705566406
0,722,17774.625,35.34684753417969
0,723,10829.4091796875,26.695880889892578
0,724,17896.17578125,37.28477096557617
0,725,16167.9736328125,35.302391052246094
0,726,22383.099609375,40.32813262939453
0,727,23186.68359375,40.06041717529297
0,728,13859.90625,30.258516311645508
0,729,12936.6865234375,28.57910919189453
0,730,14368.3896484375,34.48602294921875
0,731,24568.583984375,42.808204650878906
0,732,19791.11328125,38.50765609741211
0,733,22351.51171875,42.76045227050781
0,734,8371.1328125,20.528844833374023
0,735,20709.98046875,40.071842193603516
0,736,21153.34765625,41.633445739746094
0,737,18682.1484375,37.47716522216797
0,738,25377.1171875,41.66893768310547
0,739,23899.88671875,43.572471618652344
0,740,16773.359375,33.35982894897461
